City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Neuquen,AR,2020-02-23 02:12:55,-38.95,-68.06,75.2,31,0,5.82
306,San Juan,AR,2020-02-23 02:08:59,-31.54,-68.54,70.75,33,0,10.71
307,Muros,ES,2020-02-23 02:12:55,42.78,-9.06,55.99,100,40,2.24
308,Nguru,NG,2020-02-23 02:12:56,12.88,10.45,67.37,18,31,11.25
309,Mayumba,GA,2020-02-23 02:12:56,-3.43,10.66,83.07,80,100,10.33
310,Lebu,CL,2020-02-23 02:09:16,-37.62,-73.65,50.9,97,5,3.33
311,Bousso,TD,2020-02-23 02:12:56,10.48,16.71,74.1,11,0,11.07
312,San Pedro,PH,2020-02-23 02:12:57,14.35,121.02,84.99,54,20,8.05
313,Geraldton,AU,2020-02-23 02:12:57,-28.77,114.6,80.6,57,40,13.87
314,Juneau,US,2020-02-23 02:12:57,58.3,-134.42,36.0,80,90,5.82
315,Buala,SB,2020-02-23 02:12:57,-8.14,159.59,83.71,75,80,3.47
316,Kahului,US,2020-02-23 02:10:37,20.89,-156.47,84.2,57,40,13.87
317,Yining,CN,2020-02-23 02:12:58,29.04,114.56,64.6,56,45,1.63
318,San Quintin,MX,2020-02-23 02:12:58,30.48,-115.95,57.97,75,0,7.92
319,Xichang,CN,2020-02-23 02:12:58,27.9,102.26,73.0,24,7,9.1
320,Marsa Matruh,EG,2020-02-23 02:12:58,31.35,27.25,57.49,70,91,17.94
321,Noumea,NC,2020-02-23 02:10:29,-22.28,166.46,87.8,55,75,11.41
322,Kushiro,JP,2020-02-23 02:12:59,42.98,144.37,33.8,80,40,16.11
323,Bilibino,RU,2020-02-23 02:12:59,68.05,166.44,-19.82,95,100,2.55
324,Raga,SS,2020-02-23 02:12:59,8.46,25.68,65.97,15,1,5.1
325,Broadstairs,GB,2020-02-23 02:12:59,51.36,1.44,51.01,87,75,13.87
326,Coronado,US,2020-02-23 02:12:19,32.69,-117.18,62.6,67,75,8.05
327,Villazon,BO,2020-02-23 02:13:00,-22.09,-65.59,48.24,79,100,8.57
328,Victoria Point,AU,2020-02-23 02:09:55,-27.58,153.3,79.0,69,75,12.75
329,Port Elizabeth,ZA,2020-02-23 02:13:00,-33.92,25.57,57.2,87,20,6.93
330,Nouakchott,MR,2020-02-23 02:13:00,18.09,-15.98,66.2,93,20,8.05
331,Hachinohe,JP,2020-02-23 02:13:01,40.5,141.5,41.0,52,40,36.91
332,Arlit,NE,2020-02-23 02:13:01,18.74,7.39,72.59,15,62,19.48
333,Bure,ET,2020-02-23 02:13:01,10.7,37.07,63.36,34,0,3.74
334,Oistins,BB,2020-02-23 02:12:12,13.07,-59.53,77.0,83,75,6.93
335,Iisalmi,FI,2020-02-23 02:13:01,63.56,27.19,33.8,96,90,11.41
336,Nouadhibou,MR,2020-02-23 02:09:33,20.93,-17.03,62.6,82,75,12.75
337,Kariba,ZW,2020-02-23 02:13:02,-16.52,28.8,71.08,93,99,2.59
338,Mount Gambier,AU,2020-02-23 02:13:02,-37.83,140.77,77.0,44,0,9.17
339,Ugoofaaru,MV,2020-02-23 02:13:03,5.67,73.0,83.1,78,99,19.64
340,Hobyo,SO,2020-02-23 02:13:03,5.35,48.53,76.05,69,78,15.03
341,Wajir,KE,2020-02-23 02:09:52,1.75,40.06,80.15,70,30,13.24
342,Rincon,US,2020-02-23 02:13:03,32.3,-81.24,45.0,56,1,1.05
343,Nanortalik,GL,2020-02-23 02:13:03,60.14,-45.24,25.9,83,100,18.19
344,Sorland,NO,2020-02-23 02:13:04,67.67,12.69,38.25,71,100,28.54
345,Nizhnyaya Tavda,RU,2020-02-23 02:13:04,57.67,66.17,26.37,93,100,6.29
346,Isangel,VU,2020-02-23 02:13:04,-19.55,169.27,84.2,79,75,5.82
347,Kulhudhuffushi,MV,2020-02-23 02:13:04,6.62,73.07,83.57,76,100,19.51
348,Qinhuangdao,CN,2020-02-23 02:09:41,39.93,119.59,42.12,36,100,11.5
349,Paracuru,BR,2020-02-23 02:11:41,-3.41,-39.03,78.8,88,75,5.82
350,Gamba,GA,2020-02-23 02:10:08,-2.65,10.0,78.6,88,100,3.74
351,Olinda,BR,2020-02-23 02:09:14,-8.01,-34.86,84.2,74,40,5.82
352,Touros,BR,2020-02-23 02:08:58,-5.2,-35.46,80.6,88,40,5.82
353,Pangody,RU,2020-02-23 02:13:06,65.85,74.49,24.12,93,99,17.74
354,Goderich,CA,2020-02-23 02:13:06,43.75,-81.72,37.0,79,0,11.99
355,Launceston,AU,2020-02-23 02:09:13,-41.45,147.17,75.99,50,75,10.29
356,Zhigansk,RU,2020-02-23 02:13:06,66.77,123.37,-6.93,96,100,8.95
357,Carutapera,BR,2020-02-23 02:10:09,-1.2,-46.02,81.66,80,100,10.6
358,Atambua,ID,2020-02-23 02:13:07,-9.11,124.89,83.1,70,0,5.79
359,Norman Wells,CA,2020-02-23 02:13:07,65.28,-126.83,6.8,77,75,3.36
360,Naifaru,MV,2020-02-23 02:13:07,5.44,73.37,82.89,79,100,22.59
361,Yelizovo,RU,2020-02-23 02:13:07,53.19,158.38,14.0,47,0,2.24
362,Constitucion,CL,2020-02-23 02:09:25,-35.33,-72.42,51.35,92,16,3.13
363,Tuy Hoa,VN,2020-02-23 02:13:08,13.08,109.3,75.52,74,37,21.34
364,Ukiah,US,2020-02-23 02:13:08,39.15,-123.21,55.99,84,0,3.71
365,Anzio,IT,2020-02-23 02:13:09,41.49,12.62,48.99,100,100,1.12
366,Male,MV,2020-02-23 02:12:10,4.17,73.51,83.3,77,100,17.76
367,Mahanoro,MG,2020-02-23 02:13:09,-19.9,48.8,76.08,81,100,5.26
368,Semey,KZ,2020-02-23 02:13:09,50.41,80.23,23.0,85,75,13.42
369,Tiksi,RU,2020-02-23 02:13:09,71.69,128.87,-10.32,92,98,5.93
370,Pitimbu,BR,2020-02-23 02:13:10,-7.47,-34.81,80.6,88,20,5.82
371,Filadelfia,US,2020-02-23 02:10:49,39.95,-75.16,43.0,38,1,5.82
372,Vagur,FO,2020-02-23 02:13:10,61.47,-6.81,41.72,75,96,5.28
373,Griffith,US,2020-02-23 02:09:33,41.53,-87.42,42.8,64,1,9.17
374,Kudahuvadhoo,MV,2020-02-23 02:13:10,2.67,72.89,83.5,78,100,19.06
375,Parrita,CR,2020-02-23 02:13:11,9.52,-84.32,71.6,56,20,18.34
376,Pacific Grove,US,2020-02-23 02:13:11,36.62,-121.92,55.0,71,90,11.41
377,Kaeo,NZ,2020-02-23 02:09:59,-35.1,173.78,69.4,60,80,8.37
378,Cienfuegos,CU,2020-02-23 02:13:11,22.15,-80.44,71.6,73,86,9.17
379,Urumqi,CN,2020-02-23 02:11:25,43.8,87.6,26.6,73,100,4.47
380,Madison,US,2020-02-23 02:10:00,34.73,-86.57,44.6,67,1,2.93
381,Laguna,US,2020-02-23 02:13:12,38.42,-121.42,64.99,71,1,12.75
382,Yumen,CN,2020-02-23 02:13:12,40.28,97.2,38.57,25,0,25.72
383,Khanpur,PK,2020-02-23 02:13:12,28.65,70.66,68.83,51,0,4.97
384,Port Keats,AU,2020-02-23 02:13:13,-14.25,129.55,92.86,50,89,6.11
385,Acapulco,MX,2020-02-23 02:11:35,16.86,-99.89,82.4,74,5,10.29
386,Itapirapua,BR,2020-02-23 02:13:13,-15.82,-50.61,71.02,96,100,0.83
387,Pangnirtung,CA,2020-02-23 02:13:13,66.15,-65.71,-33.81,95,56,3.78
388,Embu-Guacu,BR,2020-02-23 02:13:14,-23.85,-46.84,71.01,88,90,9.17
389,Pontianak,ID,2020-02-23 02:13:14,-0.03,109.33,86.2,66,98,3.09
390,Pemberton,CA,2020-02-23 02:12:48,50.32,-122.8,35.6,96,75,1.14
391,Kandrian,PG,2020-02-23 02:13:14,-6.22,149.55,87.39,69,19,4.9
392,Burns Lake,CA,2020-02-23 02:13:14,54.23,-125.75,20.26,87,68,2.59
393,Bisira,PA,2020-02-23 02:13:15,8.52,-81.71,64.69,91,100,13.44
394,Sakakah,SA,2020-02-23 02:13:15,29.97,40.21,48.2,40,0,6.64
395,Bauchi,NG,2020-02-23 02:13:15,10.5,10.0,68.22,16,0,7.29
396,Piscu Vechi,RO,2020-02-23 02:13:15,43.9,23.17,34.0,89,100,7.49
397,Bambanglipuro,ID,2020-02-23 02:13:07,-7.95,110.28,86.45,63,9,2.26
398,Itarema,BR,2020-02-23 02:13:16,-2.92,-39.92,73.72,94,100,2.33
399,Saint George,US,2020-02-23 02:09:59,37.1,-113.58,45.0,93,90,12.75
400,Rudnogorsk,RU,2020-02-23 02:13:16,57.26,103.75,14.04,91,77,4.83
401,Magdagachi,RU,2020-02-23 02:13:16,53.45,125.8,6.91,91,100,3.24
402,Plerin,FR,2020-02-23 02:13:16,48.54,-2.78,53.01,93,90,14.99
403,Kroya,ID,2020-02-23 02:13:17,-7.63,109.25,88.7,61,0,4.09
404,Colgong,IN,2020-02-23 02:13:17,25.27,87.22,73.09,59,48,4.41
405,Dumai,ID,2020-02-23 02:08:56,1.68,101.45,84.97,62,17,6.96
406,Pong,TH,2020-02-23 02:13:17,19.15,100.28,60.8,93,0,3.85
407,Port Lincoln,AU,2020-02-23 02:13:18,-34.73,135.87,82.49,32,1,8.75
408,Wanning,CN,2020-02-23 02:09:41,18.8,110.4,75.11,63,34,8.34
409,Ray,IN,2020-02-23 02:13:18,23.68,85.05,62.6,77,40,5.28
410,Kualakapuas,ID,2020-02-23 02:13:18,-3.01,114.39,91.06,55,0,3.51
411,Venado Tuerto,AR,2020-02-23 02:13:18,-33.75,-61.97,55.99,75,29,6.67
412,Potiskum,NG,2020-02-23 02:13:19,11.71,11.07,68.27,19,11,13.27
413,Kollam,IN,2020-02-23 02:13:19,8.88,76.6,77.0,88,20,2.24
414,Bani Walid,LY,2020-02-23 02:09:06,31.76,13.99,50.67,76,87,9.08
415,Kashi,CN,2020-02-23 02:13:19,39.45,75.98,41.0,27,0,4.47
416,San Jose,US,2020-02-23 02:11:03,37.34,-121.89,57.0,71,20,11.41
417,Carballo,ES,2020-02-23 02:13:20,43.21,-8.69,48.99,100,90,3.36
418,Qiongshan,CN,2020-02-23 02:13:20,20.01,110.35,68.0,94,38,6.71
419,Tuatapere,NZ,2020-02-23 02:13:20,-46.13,167.68,60.01,78,40,18.99
420,Bandarbeyla,SO,2020-02-23 02:13:20,9.49,50.81,76.69,75,61,17.36
421,Lebyazhye,RU,2020-02-23 02:13:21,55.27,66.49,21.4,96,99,4.12
422,Taksimo,RU,2020-02-23 02:13:21,56.34,114.88,10.26,86,97,2.51
423,Mercedes,AR,2020-02-23 02:08:28,-34.65,-59.43,64.99,69,0,7.05
424,Haines Junction,CA,2020-02-23 02:13:21,60.75,-137.51,7.05,87,18,7.31
425,Zhaotong,CN,2020-02-23 02:08:32,27.32,103.72,50.86,70,48,5.03
426,Two Hills,CA,2020-02-23 02:13:22,53.72,-111.75,23.56,77,0,13.38
427,Mandalgovi,MN,2020-02-23 02:13:22,45.76,106.27,28.83,49,38,4.41
428,Kohlu,PK,2020-02-23 02:13:22,29.9,69.25,52.12,60,0,0.51
429,Gornopravdinsk,RU,2020-02-23 02:13:22,60.05,69.9,13.73,96,98,7.83
430,Maamba,ZM,2020-02-23 02:13:23,-17.37,27.15,69.53,86,100,2.55
431,Leningradskiy,RU,2020-02-23 02:11:16,69.38,178.42,-12.05,95,100,6.04
432,Boyolangu,ID,2020-02-23 02:13:23,-8.12,111.89,85.06,68,0,3.36
433,Forio,IT,2020-02-23 02:13:23,40.73,13.86,53.6,56,81,2.24
434,Misilmeri,IT,2020-02-23 02:13:24,38.03,13.45,51.8,62,0,4.7
435,Altus,US,2020-02-23 02:12:32,34.64,-99.33,57.2,54,40,8.05
436,Spornoye,RU,2020-02-23 02:13:24,50.84,37.29,30.2,100,75,8.95
437,Ouadda,CF,2020-02-23 02:13:25,8.08,22.4,69.8,13,0,5.61
438,Burgeo,CA,2020-02-23 02:13:25,47.62,-57.62,30.81,81,100,18.99
439,Bosansko Grahovo,BA,2020-02-23 02:13:25,44.18,16.36,39.99,82,67,2.51
440,Bryan,US,2020-02-23 02:13:25,30.67,-96.37,55.99,58,1,12.88
441,Arraial Do Cabo,BR,2020-02-23 02:08:48,-22.97,-42.03,74.1,81,100,14.97
442,Nizhniy Baskunchak,RU,2020-02-23 02:13:26,48.22,46.83,32.22,70,100,7.2
443,Palamos,ES,2020-02-23 02:13:26,41.85,3.13,50.0,100,75,2.01
444,Sola,VU,2020-02-23 02:13:26,-13.88,167.55,82.81,77,98,14.74
445,Meadow Lake,US,2020-02-23 02:13:26,34.8,-106.54,46.99,100,90,5.79
446,Gori,GE,2020-02-23 02:13:27,41.98,44.12,37.38,91,100,5.32
447,Mitzic,GA,2020-02-23 02:13:27,0.78,11.55,71.11,96,100,3.69
448,Mehriz,IR,2020-02-23 02:13:27,31.59,54.43,50.0,52,0,4.7
449,Amarante Do Maranhao,BR,2020-02-23 02:13:27,-5.57,-46.74,72.27,95,100,1.34
450,Shahpur,IN,2020-02-23 02:13:27,16.7,76.83,72.36,61,0,9.75
451,Padang,ID,2020-02-23 02:13:28,-0.95,100.35,78.33,62,0,7.67
452,Codrington,AU,2020-02-23 02:13:28,-38.27,141.97,62.46,74,0,10.89
453,Qinggang,CN,2020-02-23 02:13:29,46.68,126.08,17.53,88,100,10.54
454,Adrar,MR,2020-02-23 02:09:53,20.5,-10.07,78.66,11,97,13.6
455,Ponerihouen,NC,2020-02-23 02:13:29,-21.08,165.4,80.44,72,0,13.38
456,Songea,TZ,2020-02-23 02:13:29,-10.68,35.65,66.07,97,100,1.74
457,Leshukonskoye,RU,2020-02-23 02:13:29,64.9,45.76,31.87,94,100,18.99
458,Ngunguru,NZ,2020-02-23 02:13:30,-35.62,174.5,72.99,51,33,11.97
459,Bafq,IR,2020-02-23 02:13:30,31.61,55.41,53.53,42,0,8.5
460,Amahai,ID,2020-02-23 02:11:16,-3.33,128.92,85.87,71,8,11.41
461,Paamiut,GL,2020-02-23 02:13:30,61.99,-49.67,19.26,92,100,12.62
462,Port-Gentil,GA,2020-02-23 02:09:23,-0.72,8.78,82.45,79,100,6.64
463,Dubovka,RU,2020-02-23 02:13:31,49.06,44.83,30.2,100,40,8.95
464,Tual,ID,2020-02-23 02:13:31,-5.67,132.75,82.72,76,53,14.67
465,Nishihara,JP,2020-02-23 02:10:42,26.18,127.76,68.0,52,20,13.87
466,Byron Bay,AU,2020-02-23 02:13:31,-28.65,153.62,79.0,61,90,12.75
467,Natchez,US,2020-02-23 02:11:03,31.56,-91.4,48.2,70,1,4.7
468,Machilipatnam,IN,2020-02-23 02:09:47,16.17,81.13,69.8,94,20,2.24
469,Kavieng,PG,2020-02-23 02:09:43,-2.57,150.8,84.52,70,0,9.89
470,Arequipa,PE,2020-02-23 02:11:36,-16.4,-71.53,53.6,100,90,3.36
471,Marechal Candido Rondon,BR,2020-02-23 02:13:32,-24.56,-54.06,59.32,59,0,5.01
472,Great Bend,US,2020-02-23 02:08:33,38.36,-98.76,48.2,66,1,11.41
473,Rosetown,CA,2020-02-23 02:13:33,51.55,-108.0,28.0,85,74,4.0
474,Poronaysk,RU,2020-02-23 02:13:33,49.22,143.12,23.97,93,100,20.18
475,Lazaro Cardenas,MX,2020-02-23 02:13:33,17.96,-102.2,74.05,87,0,1.86
476,Alice Springs,AU,2020-02-23 02:11:30,-23.7,133.88,87.8,14,0,16.11
477,Udachnyy,RU,2020-02-23 02:10:24,66.42,112.4,-7.6,83,75,4.47
478,Rocha,UY,2020-02-23 02:13:34,-34.48,-54.33,51.8,91,0,0.98
479,Shimoda,JP,2020-02-23 02:13:34,34.67,138.95,55.99,46,20,19.46
480,Ancona,IT,2020-02-23 02:11:27,43.55,13.17,48.0,80,71,4.7
481,Gannan,CN,2020-02-23 02:13:35,47.91,123.5,16.36,84,100,5.57
482,Guara,BR,2020-02-23 02:13:35,-20.43,-47.82,68.77,96,98,3.36
483,Inuvik,CA,2020-02-23 02:13:35,68.35,-133.72,-0.4,77,90,3.36
484,Kenai,US,2020-02-23 02:13:35,60.55,-151.26,21.0,72,75,8.05
485,Waitara,NZ,2020-02-23 02:13:35,-38.92,174.25,64.0,73,99,17.0
486,Bilma,NE,2020-02-23 02:09:36,18.69,12.92,64.94,22,85,14.29
487,Vostok,RU,2020-02-23 02:09:55,46.49,135.88,15.19,88,93,6.89
488,Pereslavl-Zalesskiy,RU,2020-02-23 02:13:36,56.74,38.86,31.05,94,100,24.94
489,Guymon,US,2020-02-23 02:13:36,36.68,-101.48,53.6,50,20,5.82
490,Bad Krozingen,DE,2020-02-23 02:13:37,47.92,7.7,51.01,76,100,12.75
491,Teguldet,RU,2020-02-23 02:13:37,57.31,88.17,19.99,96,82,1.57
492,Esperantina,BR,2020-02-23 02:11:53,-3.9,-42.23,72.93,99,100,3.96
493,Belaya Gora,RU,2020-02-23 02:09:44,68.53,146.42,-10.21,94,87,1.36
494,Hervey Bay,AU,2020-02-23 02:13:37,-25.3,152.85,81.0,69,40,19.46
495,Korla,CN,2020-02-23 02:13:38,41.76,86.15,46.99,50,61,4.0
496,Virginia Beach,US,2020-02-23 02:09:36,36.85,-75.98,42.8,65,1,11.16
497,Deqing,CN,2020-02-23 02:13:38,30.54,119.96,66.99,71,0,4.47
498,Tatvan,TR,2020-02-23 02:13:38,38.51,42.28,29.5,88,40,3.18
499,Robinson,US,2020-02-23 02:13:38,31.47,-97.11,55.4,62,1,10.29
500,Nantucket,US,2020-02-23 02:13:39,41.28,-70.1,37.4,51,1,4.7
501,Pemba,MZ,2020-02-23 02:13:39,-12.97,40.52,78.8,94,75,6.93
502,Kununurra,AU,2020-02-23 02:13:39,-15.77,128.73,95.0,34,17,11.41
503,Santa Isabel Do Rio Negro,BR,2020-02-23 02:13:39,-0.41,-65.02,78.91,75,100,3.2
504,Coihaique,CL,2020-02-23 02:13:39,-45.58,-72.07,64.4,39,6,4.7
505,Galesong,ID,2020-02-23 02:13:40,-5.32,119.37,80.6,88,40,2.24
506,Oussouye,SN,2020-02-23 02:13:40,12.48,-16.55,73.4,88,60,2.24
507,Prince Rupert,CA,2020-02-23 02:12:50,54.32,-130.32,41.0,75,1,8.05
508,Domoni,KM,2020-02-23 02:13:40,-12.26,44.53,83.95,76,95,9.55
509,Kijang,KR,2020-02-23 02:13:41,35.24,129.21,41.0,35,0,11.41
510,Mporokoso,ZM,2020-02-23 02:13:41,-9.37,30.12,63.16,93,100,1.28
511,Nuevo Progreso,MX,2020-02-23 02:13:41,23.17,-97.95,66.0,86,51,0.96
512,Hornepayne,CA,2020-02-23 02:13:41,49.21,-84.77,28.8,92,73,9.24
513,Hamilton,US,2020-02-23 02:13:41,39.18,-84.53,39.2,70,1,5.55
514,Dongsheng,CN,2020-02-23 02:13:42,39.82,109.98,40.66,27,0,9.62
515,Mayor Pablo Lagerenza,PY,2020-02-23 02:13:42,-19.93,-60.77,66.87,44,0,4.92
516,Macia,MZ,2020-02-23 02:13:42,-25.03,33.1,74.73,91,86,4.94
517,Ballitoville,ZA,2020-02-23 02:13:42,-29.54,31.21,75.0,60,75,16.11
518,Nara,JP,2020-02-23 02:11:11,34.69,135.8,50.0,39,20,17.22
519,Opportunity,US,2020-02-23 02:13:43,47.65,-117.24,43.0,60,1,2.48
520,Mbandaka,CD,2020-02-23 02:13:43,0.05,18.26,73.51,84,92,2.66
521,Klyuchevskiy,RU,2020-02-23 02:13:43,53.53,119.45,16.25,81,98,0.78
522,Viedma,AR,2020-02-23 02:11:16,-40.81,-63.0,64.85,39,0,13.87
523,Port Shepstone,ZA,2020-02-23 02:13:43,-30.74,30.45,67.66,85,84,18.19
524,Warrington,GB,2020-02-23 02:13:44,53.39,-2.58,44.6,87,75,8.05
525,Andenes,NO,2020-02-23 02:13:44,69.31,16.12,35.6,74,100,19.46
526,Borovoy,RU,2020-02-23 02:13:44,55.43,86.08,24.8,92,90,4.47
527,Coihueco,CL,2020-02-23 02:13:44,-36.62,-71.83,64.4,68,0,9.17
528,Bathsheba,BB,2020-02-23 02:09:04,13.22,-59.52,77.0,83,75,6.93
529,Bubaque,GW,2020-02-23 02:13:45,11.28,-15.83,78.66,69,69,13.2
530,Fort Nelson,CA,2020-02-23 02:13:45,58.81,-122.7,35.6,29,40,10.29
531,Puerto Leguizamo,CO,2020-02-23 02:13:45,-0.19,-74.78,75.29,93,100,2.98
532,Zhengjiatun,CN,2020-02-23 02:13:46,43.51,123.51,33.8,42,100,20.09
533,Husavik,IS,2020-02-23 02:10:24,66.04,-17.34,32.0,74,20,4.7
534,Dingle,PH,2020-02-23 02:13:46,11.0,122.67,81.34,69,24,15.93
535,Kajaani,FI,2020-02-23 02:13:46,64.17,27.67,33.8,98,75,8.05
536,Kabo,CF,2020-02-23 02:13:47,7.7,18.63,72.57,22,14,5.12
537,Vodnyy,RU,2020-02-23 02:13:47,63.5,53.41,29.66,88,100,15.03
538,Havoysund,NO,2020-02-23 02:13:47,71.0,24.66,28.4,79,91,6.93
539,Nortelandia,BR,2020-02-23 02:13:47,-14.45,-56.8,66.63,97,100,0.56
540,Margate,GB,2020-02-23 02:09:43,51.38,1.39,51.01,87,75,13.87
541,Villa Guerrero,MX,2020-02-23 02:13:48,18.87,-99.65,78.8,29,5,4.21
542,Umm Kaddadah,SD,2020-02-23 02:13:48,13.6,26.69,62.69,18,19,13.06
543,Carauari,BR,2020-02-23 02:13:11,-4.88,-66.9,75.11,93,100,1.21
544,Buritizeiro,BR,2020-02-23 02:13:48,-17.35,-44.96,71.85,91,100,1.59
545,Harer,ET,2020-02-23 02:13:49,9.31,42.13,59.22,87,15,1.3
546,Gbadolite,CD,2020-02-23 02:13:49,4.28,21.02,71.8,37,0,1.19
547,Jalingo,NG,2020-02-23 02:13:49,8.88,11.37,75.38,14,0,8.37
548,Lloydminster,CA,2020-02-23 02:13:49,53.28,-110.0,28.4,63,5,17.22
549,Gao,ML,2020-02-23 02:13:49,16.64,1.64,74.57,11,61,12.15
550,Katobu,ID,2020-02-23 02:13:50,-4.94,122.53,84.63,80,4,4.79
551,Skovorodino,RU,2020-02-23 02:13:50,53.98,123.92,13.19,91,100,1.03
552,Mareeba,AU,2020-02-23 02:13:50,-17.0,145.43,81.0,94,75,11.41
553,Havre-Saint-Pierre,CA,2020-02-23 02:13:51,50.23,-63.6,30.2,80,90,12.75
554,Khuzdar,PK,2020-02-23 02:13:51,27.74,66.64,54.37,45,0,1.28
555,Morros,BR,2020-02-23 02:13:51,-9.45,-46.3,74.79,80,64,1.63
556,Verkhnyaya Inta,RU,2020-02-23 02:13:51,65.98,60.31,29.86,87,100,16.51
557,Cockburn Town,TC,2020-02-23 02:13:51,21.46,-71.14,76.06,81,44,17.38
558,Bestobe,KZ,2020-02-23 02:13:52,52.5,73.1,16.5,94,85,8.05
559,Victor Harbor,AU,2020-02-23 02:13:52,-35.57,138.62,84.99,26,24,1.01
560,Sur,OM,2020-02-23 02:13:52,22.57,59.53,67.87,72,2,2.68
561,Te Anau,NZ,2020-02-23 02:13:52,-45.42,167.72,59.0,65,79,9.28
562,Saint-Francois,FR,2020-02-23 02:13:52,46.42,3.91,41.0,87,100,2.24
563,Shelby,US,2020-02-23 02:09:44,35.2,-89.87,44.6,60,1,5.82
564,Menongue,AO,2020-02-23 02:13:53,-14.66,17.69,62.96,98,100,2.35
565,Nyalikungu,TZ,2020-02-23 02:13:53,-3.18,33.78,64.4,88,94,6.87
566,Gisborne,NZ,2020-02-23 02:11:46,-38.65,178.0,59.0,98,98,27.0
567,Inhambane,MZ,2020-02-23 02:13:53,-23.86,35.38,79.0,80,98,3.91
568,Camana,PE,2020-02-23 02:13:54,-16.62,-72.71,68.22,78,100,1.39
569,Vila Franca Do Campo,PT,2020-02-23 02:13:54,37.72,-25.43,55.4,82,75,5.82
570,Bud,US,2020-02-23 02:13:54,39.45,-86.18,37.99,44,40,6.93
571,Pisco,PE,2020-02-23 02:13:54,-13.7,-76.22,75.2,88,75,12.75
572,Kurumkan,RU,2020-02-23 02:13:55,54.3,110.3,10.51,87,99,1.7
573,Orissaare,EE,2020-02-23 02:13:55,58.56,23.08,41.0,75,75,17.22
574,Luohe,CN,2020-02-23 02:13:55,33.57,114.04,60.51,48,0,9.91
575,Jiangyou,CN,2020-02-23 02:13:55,31.77,104.72,48.15,61,40,3.78
576,Impfondo,CG,2020-02-23 02:13:55,1.64,18.07,73.96,83,100,3.38
577,Tabas,IR,2020-02-23 02:13:56,33.6,56.92,51.8,62,0,2.24
578,Dukat,RU,2020-02-23 02:13:56,62.55,155.55,-7.83,79,100,2.35
579,Alofi,NU,2020-02-23 02:10:45,-19.06,-169.92,84.2,83,75,14.99
